GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1930,A00AA1940,A00AA1950,A00AA1960,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
GIS Join Match Code,NHGIS Integrated State Name,FIPS State Code,NHGIS Integrated State Code,NHGIS Integrated County Name,FIPS County Code,NHGIS Integrated County Code,1930: Persons: Total,1940: Persons: Total,1950: Persons: Total,1960: Persons: Total,1970: Persons: Total,1980: Persons: Total,1990: Persons: Total,2000: Persons: Total,2010: Persons: Total,2020: Persons: Total
"G4500050","South Carolina","45","450","Allendale County","005","0050",13294,13040,11773,11362,9692,10700,11722,11211,10419,8039
"G4500070","South Carolina","45","450","Anderson County","007","0070",80949,88712,90664,98478,105474,133235,145196,165740,187126,203718
"G4500090","South Carolina","45","450","Bamberg County","009","0090",19410,18643,17533,16274,15950,18118,16902,16658,15987,13311
"G4500110","South Carolina","45","450","Barnwell County","011","0110",21221,20138,17266,17659,17176,19868,20293,23478,22621,20589
"G4500130","South Carolina","45","450","Beaufort County","013","0130",21815,22037,26993,44187,51136,65364,86425,120937,162233,187117
"G4500150","South Carolina","45","450","Berkeley County","015","0150",22236,27128,30251,38196,56199,94727,128776,142651,177843,229861
"G4500170","South Carolina","45","450","Calhoun County","017","0170",16707,16229,14753,12256,10780,12206,12753,15185,15175,14119
"G4500190","South Carolina","45","450","Charleston County","019","0190",101050,121105,164856,216382,247650,276974,295039,309969,350209,408235
"G4500210","South Carolina","45","450","Cherokee County","021","0210",32201,33290,34992,35205,36791,40983,44506,52537,55342,56216
"G4500230","South Carolina","45","450","Chester County","023","0230",31803,32579,32597,30888,29811,30148,32170,34068,33140,32294
"G4500250","South Carolina","45","450","Chesterfield County","025","0250",34334,35963,36236,33717,33667,38161,38577,42768,46734,43273
"G4500270","South Carolina","45","450","Clarendon County","027","0270",30036,31500,32215,29490,25604,27464,28450,32502,34971,31144
"G4500290","South Carolina","45","450","Colleton County","029","0290",25821,26268,28242,27816,27622,31776,34377,38264,38892,38604
"G4500310","South Carolina","45","450","Darlington County","031","0310",41427,45198,50016,52928,53442,62717,61851,67394,68681,62905
"G4500330","South Carolina","45","450","Dillon County","033","0330",25733,29625,30930,30584,28838,31083,29114,30722,32062,28292
"G4500350","South Carolina","45","450","Dorchester County","035","0350",18956,19928,22601,24383,32276,58761,83060,96413,136555,161540
"G4500370","South Carolina","45","450","Edgefield County","037","0370",19326,17894,16591,15735,15692,17528,18375,24595,26985,25657
"G4500390","South Carolina","45","450","Fairfield County","039","0390",23287,24187,21780,20713,19999,20700,22295,23454,23956,20948
"G4500410","South Carolina","45","450","Florence County","041","0410",61027,70582,79710,84438,89636,110163,114344,125761,136885,137059
"G4500430","South Carolina","45","450","Georgetown County","043","0430",21738,26352,31762,34798,33500,42461,46302,55797,60158,63404
"G4500450","South Carolina","45","450","Greenville County","045","0450",117009,136580,168152,209776,240546,287913,320167,379616,451225,525534
"G4500470","South Carolina","45","450","Greenwood County","047","0470",36078,40083,41628,44346,49686,57847,59567,66271,69661,69351
"G4500490","South Carolina","45","450","Hampton County","049","0490",17243,17465,18027,17425,15878,18159,18191,21386,21090,18561
"G4500510","South Carolina","45","450","Horry County","051","0510",39376,51951,59820,68247,69992,101419,144053,196629,269291,351029
"G4500530","South Carolina","45","450","Jasper County","053","0530",9988,11011,10995,12237,11885,14504,15487,20678,24777,28791
"G4500550","South Carolina","45","450","Kershaw County","055","0550",32070,32913,32287,33585,34727,39015,43599,52647,61697,65403
"G4500570","South Carolina","45","450","Lancaster County","057","0570",27980,33542,37071,39352,43328,53361,54516,61351,76652,96016
"G4500590","South Carolina","45","450","Laurens County","059","0590",42094,44185,46974,47609,49713,52214,58092,69567,66537,67539
"G4500610","South Carolina","45","450","Lee County","061","0610",24096,24908,23173,21832,18323,18929,18437,20119,19220,16531
"G4500630","South Carolina","45","450","Lexington County","063","0630",36494,35994,44279,60726,89012,140353,167611,216014,262391,293991
"G4500670","South Carolina","45","450","Marion County","067","0670",27221,30107,33110,32014,30270,34179,33899,35466,33062,29183
"G4500690","South Carolina","45","450","Marlboro County","069","0690",31634,33281,31766,28529,27151,31634,29361,28818,28933,26667
"G4500650","South Carolina","45","450","McCormick County","065","0650",11471,10367,9577,8629,7955,7797,8868,9958,10233,9526
"G4500710","South Carolina","45","450","Newberry County","071","0710",34681,33577,31771,29416,29273,31242,33172,36108,37508,37719
"G4500730","South Carolina","45","450","Oconee County","073","0730",33368,36512,39050,40204,40728,48611,57494,66215,74273,78607
"G4500750","South Carolina","45","450","Orangeburg County","075","0750",63864,63707,68726,68559,69789,82276,84803,91582,92501,84223
"G4500770","South Carolina","45","450","Pickens County","077","0770",33709,37111,40058,46030,58956,79292,93894,110757,119224,131404
"G4500790","South Carolina","45","450","Richland County","079","0790",87667,104843,142565,200102,233868,269735,285720,320677,384504,416147
"G4500810","South Carolina","45","450","Saluda County","081","0810",18148,17192,15924,14554,14528,16150,16357,19181,19875,18862
"G4500830","South Carolina","45","450","Spartanburg County","083","0830",116323,127733,150349,156830,173724,201861,226800,253791,284307,327997
"G4500850","South Carolina","45","450","Sumter County","085","0850",45902,52463,57634,74941,79425,88243,102637,104646,107456,105556
"G4500870","South Carolina","45","450","Union County","087","0870",30920,31360,31334,30015,29230,30751,30337,29881,28961,27244
"G4500890","South Carolina","45","450","Williamsburg County","089","0890",34914,41011,43807,40932,34243,38226,36815,37217,34423,31026
"G4500910","South Carolina","45","450","York County","091","0910",53418,58663,71596,78760,85216,106720,131497,164614,226073,282090
"G4600010","South Dakota","46","460","Armstrong County","001","0010",80,42,52,,,,,,,
"G4600030","South Dakota","46","460","Aurora County","003","0030",7139,5387,5020,4749,4183,3628,3135,3058,2710,2747
"G4600050","South Dakota","46","460","Beadle County","005","0050",22917,19648,21082,21682,20877,19195,18253,17023,17398,19149
"G4600070","South Dakota","46","460","Bennett County","007","0070",4590,3983,3396,3053,3088,3044,3206,3574,3431,3381
"G4600090","South Dakota","46","460","Bon Homme County","009","0090",11737,10241,9440,9229,8577,8059,7089,7260,7070,7003
"G4600110","South Dakota","46","460","Brookings County","011","0110",16847,16560,17851,20046,22158,24332,25207,28220,31965,34375
"G4600130","South Dakota","46","460","Brown County","013","0130",31458,29676,32617,34106,36920,36962,35580,35460,36531,38301
"G4600150","South Dakota","46","460","Brule County","015","0150",7416,6195,6076,6319,5870,5245,5485,5364,5255,5247
"G4600170","South Dakota","46","460","Buffalo County","017","0170",1931,1853,1615,1547,1739,1795,1759,2032,1912,1948
"G4600190","South Dakota","46","460","Butte County","019","0190",8589,8004,8161,8592,7825,8372,7914,9094,10110,10243
"G4600210","South Dakota","46","460","Campbell County","021","0210",5629,5033,4046,3531,2866,2243,1965,1782,1466,1377
"G4600230","South Dakota","46","460","Charles Mix County","023","0230",16703,13449,15558,11785,9994,9680,9131,9350,9129,9373
"G4600250","South Dakota","46","460","Clark County","025","0250",11022,8955,8369,7134,5515,4894,4403,4143,3691,3837
"G4600270","South Dakota","46","460","Clay County","027","0270",10088,9592,10993,10810,12923,13689,13186,13537,13864,14967
"G4600290","South Dakota","46","460","Codington County","029","0290",17457,17014,18944,20220,19140,20885,22698,25897,27227,28325
"G4600310","South Dakota","46","460","Corson County","031","0310",9535,6755,6168,5798,4994,5196,4195,4181,4050,3902
"G4600330","South Dakota","46","460","Custer County","033","0330",5353,6023,5517,4906,4698,6000,6179,7275,8216,8318
"G4600350","South Dakota","46","460","Davison County","035","0350",16821,15336,16522,16681,17319,17820,17503,18741,19504,19956
"G4600370","South Dakota","46","460","Day County","037","0370",14606,13565,12294,10516,8713,8133,6978,6267,5710,5449
"G4600390","South Dakota","46","460","Deuel County","039","0390",8732,8450,7689,6782,5686,5289,4522,4498,4364,4295
"G4600410","South Dakota","46","460","Dewey County","041","0410",6476,5709,4916,5257,5170,5366,5523,5972,5301,5239
"G4600430","South Dakota","46","460","Douglas County","043","0430",7236,6348,5636,5113,4569,4181,3746,3458,3002,2835
"G4600450","South Dakota","46","460","Edmunds County","045","0450",8712,7814,7275,6079,5548,5159,4356,4367,4071,3986
"G4600470","South Dakota","46","460","Fall River County","047","0470",8741,8089,10439,10688,7505,8439,7353,7453,7094,6973
"G4600490","South Dakota","46","460","Faulk County","049","0490",6895,5168,4752,4397,3893,3327,2744,2640,2364,2125
"G4600510","South Dakota","46","460","Grant County","051","0510",10729,10552,10233,9913,9005,9013,8372,7847,7356,7556
"G4600530","South Dakota","46","460","Gregory County","053","0530",11420,9554,8556,7399,6710,6015,5359,4792,4271,3994
"G4600550","South Dakota","46","460","Haakon County","055","0550",4679,3515,3167,3303,2802,2794,2624,2196,1937,1872
"G4600570","South Dakota","46","460","Hamlin County","057","0570",8299,7562,7058,6303,5172,5261,4974,5540,5903,6164
"G4600590","South Dakota","46","460","Hand County","059","0590",9485,7166,7149,6712,5883,4948,4272,3741,3431,3145
"G4600610","South Dakota","46","460","Hanson County","061","0610",6131,5400,4896,4584,3781,3415,2994,3139,3331,3461
"G4600630","South Dakota","46","460","Harding County","063","0630",3589,3010,2289,2371,1855,1700,1669,1353,1255,1311
"G4600650","South Dakota","46","460","Hughes County","065","0650",7009,6624,8111,12725,11632,14220,14817,16481,17022,17765
"G4600670","South Dakota","46","460","Hutchinson County","067","0670",13904,12668,11423,11085,10379,9350,8262,8075,7343,7427
"G4600690","South Dakota","46","460","Hyde County","069","0690",3690,3113,2811,2602,2515,2069,1696,1671,1420,1262
"G4600710","South Dakota","46","460","Jackson County","071","0710",2636,1955,1768,1985,1531,3437,2811,2930,3031,2806
"G4600730","South Dakota","46","460","Jerauld County","073","0730",5816,4752,4476,4048,3310,2929,2425,2295,2071,1663
"G4600750","South Dakota","46","460","Jones County","075","0750",3177,2509,2281,2066,1882,1463,1324,1193,1006,917
"G4600770","South Dakota","46","460","Kingsbury County","077","0770",12805,10831,9962,9227,7657,6679,5925,5815,5148,5187
"G4600790","South Dakota","46","460","Lake County","079","0790",12379,12412,11792,11764,11456,10724,10550,11276,11200,11059
"G4600810","South Dakota","46","460","Lawrence County","081","0810",13920,19093,16648,17075,17453,18339,20655,21802,24097,25768
"G4600830","South Dakota","46","460","Lincoln County","083","0830",13918,13171,12767,12371,11761,13942,15427,24131,44828,65161
"G4600850","South Dakota","46","460","Lyman County","085","0850",6335,5045,4572,4428,4060,3864,3638,3895,3755,3718
"G4600910","South Dakota","46","460","Marshall County","091","0910",9540,8880,7835,6663,5965,5404,4844,4576,4656,4306
"G4600870","South Dakota","46","460","McCook County","087","0870",10316,9793,8828,8268,7246,6444,5688,5832,5618,5682
"G4600890","South Dakota","46","460","McPherson County","089","0890",8774,8353,7071,5821,5022,4027,3228,2904,2459,2411
"G4600930","South Dakota","46","460","Meade County","093","0930",11482,9735,11516,12044,16618,20717,21878,24253,25434,29852
"G4600950","South Dakota","46","460","Mellette County","095","0950",5293,4107,3046,2664,2420,2249,2137,2083,2048,1918
"G4600970","South Dakota","46","460","Miner County","097","0970",8376,6836,6268,5398,4454,3739,3272,2884,2389,2298
"G4600990","South Dakota","46","460","Minnehaha County","099","0990",50872,57697,70910,86575,95209,109435,123809,148281,169468,197214
"G4601010","South Dakota","46","460","Moody County","101","1010",9603,9341,9252,8810,7622,6692,6507,6595,6486,6336
"G4601020","South Dakota","46","460","Oglala Lakota County","102","1020",,,,,,,,,,13672
"G4601030","South Dakota","46","460","Pennington County","103","1030",20079,23799,34053,58195,59349,70361,81343,88565,100948,109222
"G4601050","South Dakota","46","460","Perkins County","105","1050",8717,6585,6776,5977,4769,4700,3932,3363,2982,2835
"G4601070","South Dakota","46","460","Potter County","107","1070",5762,4614,4688,4926,4449,3674,3190,2693,2329,2472
"G4601090","South Dakota","46","460","Roberts County","109","1090",15782,15887,14929,13190,11678,10911,9914,10016,10149,10280
"G4601110","South Dakota","46","460","Sanborn County","111","1110",7326,5754,5142,4641,3697,3213,2833,2675,2355,2330
"G4601130","South Dakota","46","460","Shannon County","113","1130",4058,5366,5669,6000,8198,11323,9902,12466,13586,
"G4601150","South Dakota","46","460","Spink County","115","1150",15304,12527,12204,11706,10595,9201,7981,7454,6415,6361
"G4601170","South Dakota","46","460","Stanley County","117","1170",2381,1959,2055,4085,2457,2533,2453,2772,2966,2980
"G4601190","South Dakota","46","460","Sully County","119","1190",3852,2668,2713,2607,2362,1990,1589,1556,1373,1446
"G4601210","South Dakota","46","460","Todd County","121","1210",5898,5714,4758,4661,6606,7328,8352,9050,9612,9319
"G4601230","South Dakota","46","460","Tripp County","123","1230",12712,9937,9139,8761,8171,7268,6924,6430,5644,5624
"G4601250","South Dakota","46","460","Turner County","125","1250",14891,13270,12100,11159,9872,9255,8576,8849,8347,8673
"G4601270","South Dakota","46","460","Union County","127","1270",11480,11675,10792,10197,9643,10938,10189,12584,14399,16811
"G4601290","South Dakota","46","460","Walworth County","129","1290",8791,7274,7648,8097,7842,7011,6087,5974,5438,5315
"G4601310","South Dakota","46","460","Washabaugh County","131","1310",2474,1980,1551,1042,1389,,,,,
"G4601330","South Dakota","46","460","Washington County","133","1330",1827,1789,,,,,,,,
"G4601350","South Dakota","46","460","Yankton County","135","1350",16589,16725,16804,17551,19039,18952,19252,21652,22438,23310
"G4601370","South Dakota","46","460","Ziebach County","137","1370",4039,2875,2606,2495,2221,2308,2220,2519,2801,2413
"G4700010","Tennessee","47","470","Anderson County","001","0010",19722,26504,59407,60032,60300,67346,68250,71330,75129,77123
"G4700030","Tennessee","47","470","Bedford County","003","0030",21077,23151,23627,23150,25039,27916,30411,37586,45058,50237
"G4700050","Tennessee","47","470","Benton County","005","0050",11237,11976,11495,10662,12126,14901,14524,16537,16489,15864
"G4700070","Tennessee","47","470","Bledsoe County","007","0070",7128,8358,8561,7811,7643,9478,9669,12367,12876,14913
"G4700090","Tennessee","47","470","Blount County","009","0090",33989,41116,54691,57525,63744,77770,85969,105823,123010,135280
"G4700110","Tennessee","47","470","Bradley County","011","0110",22870,28498,32338,38324,50686,67547,73712,87965,98963,108620
"G4700130","Tennessee","47","470","Campbell County","013","0130",26827,31131,34369,27936,26045,34923,35079,39854,40716,39272
"G4700150","Tennessee","47","470","Cannon County","015","0150",8935,9880,9174,8537,8467,10234,10467,12826,13801,14506
"G4700170","Tennessee","47","470","Carroll County","017","0170",26132,25978,26553,23476,25741,28285,27514,29475,28522,28440
"G4700190","Tennessee","47","470","Carter County","019","0190",29223,35127,42432,41578,42575,50205,51505,56742,57424,56356
"G4700210","Tennessee","47","470","Cheatham County","021","0210",9025,9928,9167,9428,13199,21616,27140,35912,39105,41072
"G4700230","Tennessee","47","470","Chester County","023","0230",10603,11124,11149,9569,9927,12727,12819,15540,17131,17341
"G4700250","Tennessee","47","470","Claiborne County","025","0250",24313,24657,24788,19067,19420,24595,26137,29862,32213,32043
"G4700270","Tennessee","47","470","Clay County","027","0270",9577,10904,8701,7289,6624,7676,7238,7976,7861,7581
"G4700290","Tennessee","47","470","Cocke County","029","0290",21775,24083,22991,23390,25283,28792,29141,33565,35662,35999
"G4700310","Tennessee","47","470","Coffee County","031","0310",16801,18959,23049,28603,32572,38311,40339,48014,52796,57889
"G4700330","Tennessee","47","470","Crockett County","033","0330",17359,17330,16624,14594,14402,14941,13378,14532,14586,13911
"G4700350","Tennessee","47","470","Cumberland County","035","0350",11440,15592,18877,19135,20733,28676,34736,46802,56053,61145
"G4700370","Tennessee","47","470","Davidson County","037","0370",222854,257267,321758,399743,448003,477811,510784,569891,626681,715884
"G4700390","Tennessee","47","470","Decatur County","039","0390",10106,10261,9442,8324,9457,10857,10472,11731,11757,11435
"G4700410","Tennessee","47","470","DeKalb County","041","0410",14213,14588,11680,10774,11151,13589,14360,17423,18723,20080
"G4700430","Tennessee","47","470","Dickson County","043","0430",18491,19718,18805,18839,21977,30037,35061,43156,49666,54315
"G4700450","Tennessee","47","470","Dyer County","045","0450",31405,34920,33473,29537,30427,34663,34854,37279,38335,36801
"G4700470","Tennessee","47","470","Fayette County","047","0470",28891,30322,27535,24577,22692,25305,25559,28806,38413,41990
"G4700490","Tennessee","47","470","Fentress County","049","0490",11036,14262,14917,13288,12593,14826,14669,16625,17959,18489
"G4700510","Tennessee","47","470","Franklin County","051","0510",21796,23892,25431,25528,27244,31983,34725,39270,41052,42774
"G4700530","Tennessee","47","470","Gibson County","053","0530",46528,44835,48132,44699,47871,49467,46315,48152,49683,50429
"G4700550","Tennessee","47","470","Giles County","055","0550",28016,29240,26961,22410,22138,24625,25741,29447,29485,30346
"G4700570","Tennessee","47","470","Grainger County","057","0570",12737,14356,13086,12506,13948,16751,17095,20659,22657,23527
"G4700590","Tennessee","47","470","Greene County","059","0590",35119,39405,41048,42163,47630,54422,55853,62909,68831,70152
"G4700610","Tennessee","47","470","Grundy County","061","0610",9717,11552,12558,11512,10631,13787,13362,14332,13703,13529
"G4700630","Tennessee","47","470","Hamblen County","063","0630",16616,18611,23976,33092,38696,49300,50480,58128,62544,64499
"G4700650","Tennessee","47","470","Hamilton County","065","0650",159497,180478,208255,237905,254236,287740,285536,307896,336463,366207
"G4700670","Tennessee","47","470","Hancock County","067","0670",9673,11231,9116,7757,6719,6887,6739,6786,6819,6662
"G4700690","Tennessee","47","470","Hardeman County","069","0690",22193,23590,23311,21517,22435,23873,23377,28105,27253,25462
"G4700710","Tennessee","47","470","Hardin County","071","0710",16213,17806,16908,17397,18212,22280,22633,25578,26026,26831
"G4700730","Tennessee","47","470","Hawkins County","073","0730",24117,28523,30494,30468,33726,43751,44565,53563,56833,56721
"G4700750","Tennessee","47","470","Haywood County","075","0750",26063,27699,26212,23393,19596,20318,19437,19797,18787,17864
"G4700770","Tennessee","47","470","Henderson County","077","0770",17655,19220,17173,16115,17291,21390,21844,25522,27769,27842
"G4700790","Tennessee","47","470","Henry County","079","0790",26432,25877,23828,22275,23749,28656,27888,31115,32330,32199
"G4700810","Tennessee","47","470","Hickman County","081","0810",13613,14873,13353,11862,12096,15151,16754,22295,24690,24925
"G4700830","Tennessee","47","470","Houston County","083","0830",5555,6432,5318,4794,5845,6871,7018,8088,8426,8283
"G4700850","Tennessee","47","470","Humphreys County","085","0850",12039,12421,11030,11511,13560,15957,15795,17929,18538,18990
"G4700870","Tennessee","47","470","Jackson County","087","0870",13589,15082,12348,9233,8141,9398,9297,10984,11638,11617
"G4700890","Tennessee","47","470","Jefferson County","089","0890",17914,18621,19667,21493,24940,31284,33016,44294,51407,54683
"G4700910","Tennessee","47","470","Johnson County","091","0910",12209,12998,12278,10765,11569,13745,13766,17499,18244,17948
"G4700930","Tennessee","47","470","Knox County","093","0930",155902,178468,223007,250523,276293,319694,335749,382032,432226,478971
"G4700950","Tennessee","47","470","Lake County","095","0950",10486,11235,11655,9572,7896,7455,7129,7954,7832,7005
"G4700970","Tennessee","47","470","Lauderdale County","097","0970",23406,24461,25047,21844,20271,24555,23491,27101,27815,25143
"G4700990","Tennessee","47","470","Lawrence County","099","0990",26776,28726,28818,28049,29097,34110,35303,39926,41869,44159
"G4701010","Tennessee","47","470","Lewis County","101","1010",5258,5849,6078,6269,6761,9700,9247,11367,12161,12582
"G4701030","Tennessee","47","470","Lincoln County","103","1030",25422,27214,25624,23829,24318,26483,28157,31340,33361,35319
"G4701050","Tennessee","47","470","Loudon County","105","1050",17805,19838,23182,23757,24266,28553,31255,39086,48556,54886
"G4701110","Tennessee","47","470","Macon County","111","1110",13872,14904,13599,12197,12315,15700,15906,20386,22248,25216
"G4701130","Tennessee","47","470","Madison County","113","1130",51059,54115,60128,60655,65727,74546,77982,91837,98294,98823
"G4701150","Tennessee","47","470","Marion County","115","1150",17549,19140,20520,21036,20577,24416,24860,27776,28237,28837
"G4701170","Tennessee","47","470","Marshall County","117","1170",15574,16030,17768,16859,17319,19698,21539,26767,30617,34318
"G4701190","Tennessee","47","470","Maury County","119","1190",34016,40357,40368,41699,43376,51095,54812,69498,80956,100974
"G4701070","Tennessee","47","470","McMinn County","107","1070",29019,30781,32024,33662,35462,41878,42383,49015,52266,53276
"G4701090","Tennessee","47","470","McNairy County","109","1090",19901,20424,20390,18085,18369,22525,22422,24653,26075,25866
"G4701210","Tennessee","47","470","Meigs County","121","1210",6127,6393,6080,5160,5219,7431,8033,11086,11753,12758
"G4701230","Tennessee","47","470","Monroe County","123","1230",21377,24275,24513,23316,23475,28700,30541,38961,44519,46250
"G4701250","Tennessee","47","470","Montgomery County","125","1250",30882,33346,44186,55645,62721,83342,100498,134768,172331,220069
"G4701270","Tennessee","47","470","Moore County","127","1270",4037,4093,3948,3454,3568,4510,4721,5740,6362,6461
"G4701290","Tennessee","47","470","Morgan County","129","1290",13603,15242,15727,14304,13619,16604,17300,19757,21987,21035
"G4701310","Tennessee","47","470","Obion County","131","1310",29086,30978,29056,26957,29936,32781,31717,32450,31807,30787
"G4701330","Tennessee","47","470","Overton County","133","1330",18079,18883,17566,14661,14866,17575,17636,20118,22083,22511
"G4701350","Tennessee","47","470","Perry County","135","1350",7147,7535,6462,5273,5238,6111,6612,7631,7915,8366
"G4701370","Tennessee","47","470","Pickett County","137","1370",5615,6213,5093,4431,3774,4358,4548,4945,5077,5001
"G4701390","Tennessee","47","470","Polk County","139","1390",15686,15473,14074,12160,11669,13602,13643,16050,16825,17544
"G4701410","Tennessee","47","470","Putnam County","141","1410",23759,26250,29869,29236,35487,47690,51373,62315,72321,79854
"G4701430","Tennessee","47","470","Rhea County","143","1430",13871,16353,16041,15863,17202,24235,24344,28400,31809,32870
"G4701450","Tennessee","47","470","Roane County","145","1450",24477,27795,31665,39133,38881,48425,47227,51910,54181,53404
"G4701470","Tennessee","47","470","Robertson County","147","1470",28191,29046,27024,27335,29102,37021,41494,54433,66283,72803
"G4701490","Tennessee","47","470","Rutherford County","149","1490",32286,33604,40696,52368,59428,84058,118570,182023,262604,341486
"G4701510","Tennessee","47","470","Scott County","151","1510",14080,15966,17362,15413,14762,19259,18358,21127,22228,21850
"G4701530","Tennessee","47","470","Sequatchie County","153","1530",4047,5038,5685,5915,6331,8605,8863,11370,14112,15826
"G4701550","Tennessee","47","470","Sevier County","155","1550",20480,23291,23375,24251,28241,41418,51043,71170,89889,98380
"G4701570","Tennessee","47","470","Shelby County","157","1570",306482,358250,482393,627019,722014,777113,826330,897472,927644,929744
"G4701590","Tennessee","47","470","Smith County","159","1590",15473,16148,14098,12059,12509,14935,14143,17712,19166,19904
"G4701610","Tennessee","47","470","Stewart County","161","1610",13278,13549,9175,7851,7319,8665,9479,12370,13324,13657
"G4701630","Tennessee","47","470","Sullivan County","163","1630",51087,69085,95063,114139,127329,143968,143596,153048,156823,158163
"G4701650","Tennessee","47","470","Sumner County","165","1650",28622,32719,33533,36217,56106,85790,103281,130449,160645,196281
"G4701670","Tennessee","47","470","Tipton County","167","1670",27498,28036,29782,28564,28001,32930,37568,51271,61081,60970
"G4701690","Tennessee","47","470","Trousdale County","169","1690",5629,6113,5520,4914,5155,6137,5920,7259,7870,11615
"G4701710","Tennessee","47","470","Unicoi County","171","1710",12678,14128,15886,15082,15254,16362,16549,17667,18313,17928
"G4701730","Tennessee","47","470","Union County","173","1730",11371,9030,8670,8498,9072,11707,13694,17808,19109,19802
"G4701750","Tennessee","47","470","Van Buren County","175","1750",3516,4090,3985,3671,3758,4728,4846,5508,5548,6168
"G4701770","Tennessee","47","470","Warren County","177","1770",20209,19764,22271,23102,26972,32653,32992,38276,39839,40953
"G4701790","Tennessee","47","470","Washington County","179","1790",45805,51631,59971,64832,73924,88755,92315,107198,122979,133001
"G4701810","Tennessee","47","470","Wayne County","181","1810",12134,13638,13864,11908,12365,13946,13935,16842,17021,16232
"G4701830","Tennessee","47","470","Weakley County","183","1830",29262,29498,27962,24227,28827,32896,31972,34895,35021,32902
"G4701850","Tennessee","47","470","White County","185","1850",15543,15983,16204,15577,17088,19567,20090,23102,25841,27351
"G4701870","Tennessee","47","470","Williamson County","187","1870",22845,25220,24307,25267,34330,58108,81021,126638,183182,247726
"G4701890","Tennessee","47","470","Wilson County","189","1890",23929,25267,26318,27668,36999,56064,67675,88809,113993,147737
"G4800010","Texas","48","480","Anderson County","001","0010",34643,37092,31875,28162,27789,38381,48024,55109,58458,57922
"G4800030","Texas","48","480","Andrews County","003","0030",736,1277,5002,13450,10372,13323,14338,13004,14786,18610
"G4800050","Texas","48","480","Angelina County","005","0050",27803,32201,36032,39814,49349,64172,69884,80130,86771,86395
"G4800070","Texas","48","480","Aransas County","007","0070",2219,3469,4252,7006,8902,14260,17892,22497,23158,23830
"G4800090","Texas","48","480","Archer County","009","0090",9684,7599,6816,6110,5759,7266,7973,8854,9054,8560
"G4800110","Texas","48","480","Armstrong County","011","0110",3329,2495,2215,1966,1895,1994,2021,2148,1901,1848
"G4800130","Texas","48","480","Atascosa County","013","0130",15654,19275,20048,18828,18696,25055,30533,38628,44911,48981
"G4800150","Texas","48","480","Austin County","015","0150",18860,17384,14663,13777,13831,17726,19832,23590,28417,30167
"G4800170","Texas","48","480","Bailey County","017","0170",5186,6318,7592,9090,8487,8168,7064,6594,7165,6904
"G4800190","Texas","48","480","Bandera County","019","0190",3784,4234,4410,3892,4747,7084,10562,17645,20485,20851
"G4800210","Texas","48","480","Bastrop County","021","0210",23888,21610,19622,16925,17297,24726,38263,57733,74171,97216
"G4800230","Texas","48","480","Baylor County","023","0230",7418,7755,6875,5893,5221,4919,4385,4093,3726,3465
"G4800250","Texas","48","480","Bee County","025","0250",15721,16481,18174,23755,22737,26030,25135,32359,31861,31047
"G4800270","Texas","48","480","Bell County","027","0270",50030,44863,73824,94097,124483,157889,191088,237974,310235,370647
"G4800290","Texas","48","480","Bexar County","029","0290",292533,338176,500460,687151,830460,988800,1185394,1392931,1714773,2009324
"G4800310","Texas","48","480","Blanco County","031","0310",3842,4264,3780,3657,3567,4681,5972,8418,10497,11374
"G4800330","Texas","48","480","Borden County","033","0330",1505,1396,1106,1076,888,859,799,729,641,631
"G4800350","Texas","48","480","Bosque County","035","0350",15750,15761,11836,10809,10966,13401,15125,17204,18212,18235
"G4800370","Texas","48","480","Bowie County","037","0370",48563,50208,61966,59971,67813,75301,81665,89306,92565,92893
"G4800390","Texas","48","480","Brazoria County","039","0390",23054,27069,46549,76204,108312,169587,191707,241767,313166,372031
"G4800410","Texas","48","480","Brazos County","041","0410",21835,26977,38390,44895,57978,93588,121862,152415,194851,233849
"G4800430","Texas","48","480","Brewster County","043","0430",6624,6478,7309,6434,7780,7573,8681,8866,9232,9546
"G4800450","Texas","48","480","Briscoe County","045","0450",5590,4056,3528,3577,2794,2579,1971,1790,1637,1435
"G4800470","Texas","48","480","Brooks County","047","0470",5901,6362,9195,8609,8005,8428,8204,7976,7223,7076
"G4800490","Texas","48","480","Brown County","049","0490",26382,25924,28607,24728,25877,33057,34371,37674,38106,38095
"G4800510","Texas","48","480","Burleson County","051","0510",19848,18334,13000,11177,9999,12313,13625,16470,17187,17642
"G4800530","Texas","48","480","Burnet County","053","0530",10355,10771,10356,9265,11420,17803,22677,34147,42750,49130
"G4800550","Texas","48","480","Caldwell County","055","0550",31397,24893,19350,17222,21178,23637,26392,32194,38066,45883
"G4800570","Texas","48","480","Calhoun County","057","0570",5385,5911,9222,16592,17831,19574,19053,20647,21381,20106
"G4800590","Texas","48","480","Callahan County","059","0590",12785,11568,9087,7929,8205,10992,11859,12905,13544,13708
"G4800610","Texas","48","480","Cameron County","061","0610",77540,83202,125170,151098,140368,209727,260120,335227,406220,421017
"G4800630","Texas","48","480","Camp County","063","0630",10063,10285,8740,7849,8005,9275,9904,11549,12401,12464
"G4800650","Texas","48","480","Carson County","065","0650",7745,6624,6852,7781,6358,6672,6576,6516,6182,5807
